Volcano Number,Volcano Name,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
284010,Izu-Oshima,18191,Confirmed Eruption,,,,,1637,,8,,26,,Observations: Reported,,1638,,4,,0,,34.724,139.394
282090,Kirishimayama,17073,Confirmed Eruption,Shinmoe-dake,2,?,,1637,,0,,0,,Observations: Reported,,1638,,0,,0,,31.934,130.862
284010,Izu-Oshima,18190,Confirmed Eruption,,,,,1634,,0,,0,,Observations: Reported,,,,,,,,34.724,139.394
282110,Asosan,17253,Confirmed Eruption,Naka-dake,2,,,1631,,12,,0,,Observations: Reported,,,,,,,,32.884,131.104
283190,Zaozan [Zaosan],17960,Confirmed Eruption,Okama,2,?,,1630,,0,,0,,Observations: Reported,,,,,,,,38.144,140.44
282090,Kirishimayama,13782,Confirmed Eruption,Ohachi,2,?,,1628,,10,,26,,Observations: Reported,,,,,,,,31.934,130.862
285030,Toya,18592,Confirmed Eruption,Usu,,,,1626,,5,,19,,Observations: Reported,,1626,,7,?,0,,42.544,140.839
283140,Nikko-Shiranesan,17857,Confirmed Eruption,Shirane-san,3,,,1625,,0,,0,,Observations: Reported,,,,,,,,36.799,139.376
283190,Zaozan [Zaosan],17959,Confirmed Eruption,Okama,3,,,1623,,5,?,15,,Observations: Reported,,1624,,11,?,15,,38.144,140.44
284010,Izu-Oshima,18189,Confirmed Eruption,,,,,1623,,0,,0,,Observations: Reported,,,,,,,,34.724,139.394
283190,Zaozan [Zaosan],17958,Confirmed Eruption,Okama,2,?,,1622,,0,,0,,Observations: Reported,,,,,,,,38.144,140.44
282110,Asosan,17252,Confirmed Eruption,Naka-dake,2,,,1620,,6,,3,,Observations: Reported,,,,,,,,32.884,131.104
282090,Kirishimayama,17005,Confirmed Eruption,,2,?,,1620,,0,,0,,Observations: Reported,,,,,,,,31.934,130.862
283190,Zaozan [Zaosan],17957,Confirmed Eruption,Okama,2,?,,1620,,0,,0,,Observations: Reported,,,,,,,,38.144,140.44
283270,Iwakisan,18110,Confirmed Eruption,,2,,,1618,,1,,31,,Observations: Reported,,,,,,,,40.656,140.303
282090,Kirishimayama,17127,Confirmed Eruption,Ohachi,2,?,,1615,,0,,0,,Observations: Reported,,1618,,0,,0,,31.934,130.862
282110,Asosan,17251,Confirmed Eruption,Naka-dake,2,,,1613,,8,,8,,Observations: Reported,,,,,,,,32.884,131.104
282090,Kirishimayama,17126,Confirmed Eruption,Ohachi,2,?,,1613,,0,,0,,Observations: Reported,,1614,,0,,0,,31.934,130.862
284010,Izu-Oshima,18188,Confirmed Eruption,,,,,1612,,10,,15,180,Observations: Reported,,,,,,,,34.724,139.394
282110,Asosan,17250,Confirmed Eruption,Naka-dake,2,,,1612,,8,,12,,Observations: Reported,,,,,,,,32.884,131.104
282110,Asosan,17249,Confirmed Eruption,Naka-dake,2,,,1611,,0,,0,,Observations: Reported,,,,,,,,32.884,131.104
283110,Asamayama,17700,Confirmed Eruption,,2,,,1609,,4,,5,,Observations: Reported,,,,,,,,36.406,138.523
284050,Hachijojima,18300,Confirmed Eruption,Submarine flank,2,,,1606,,1,,23,,Observations: Reported,,,,,,,,33.137,139.766
283110,Asamayama,17699,Confirmed Eruption,,2,,,1605,,12,,0,,Observations: Reported,,1606,,2,,0,,36.406,138.523
284050,Hachijojima,18299,Confirmed Eruption,Nishi-yama SE flank,2,,,1605,,10,,27,,Observations: Reported,,,,,,,,33.137,139.766
283270,Iwakisan,18108,Confirmed Eruption,Torinoumi,3,?,,1604,,2,,7,,Observations: Reported,,,,,,,,40.656,140.303
284010,Izu-Oshima,18187,Confirmed Eruption,,,,,1600,,10,,0,180,Observations: Reported,,,,,,,,34.724,139.394
283270,Iwakisan,18107,Confirmed Eruption,Torinoumi,2,,,1600,,7,,23,,Observations: Reported,,1600,,7,,25,,40.656,140.303
283270,Iwakisan,18106,Confirmed Eruption,Torinoumi,2,,,1600,,2,,22,,Observations: Reported,,,,,,,,40.656,140.303
283110,Asamayama,17697,Confirmed Eruption,,3,?,,1600,,1,,14,,Observations: Reported,,1600,,1,?,28,,36.406,138.523
285070,Akan,18684,Confirmed Eruption,Me-Akan,,,,1600,50,0,,0,,Correlation: Tephrochronology,,,,,,,,43.384,144.013
282030,Suwanosejima,16921,Confirmed Eruption,,4,+,?,1600,,0,,0,,Correlation: Tephrochronology,,,,,,,,29.638,129.714
282110,Asosan,17248,Confirmed Eruption,Naka-dake,2,,,1598,,12,,0,,Observations: Reported,,1599,,0,,0,,32.884,131.104
283110,Asamayama,17696,Confirmed Eruption,,2,,,1598,,5,,13,,Observations: Reported,,,,,,,,36.406,138.523
282090,Kirishimayama,17125,Confirmed Eruption,Ohachi,2,?,,1598,,0,,0,,Observations: Reported,,1600,,0,,0,,31.934,130.862
283110,Asamayama,17695,Confirmed Eruption,,2,,,1597,,4,,17,,Observations: Reported,,,,,,,,36.406,138.523
283110,Asamayama,17694,Confirmed Eruption,,3,,,1596,,5,,1,,Observations: Reported,,1596,,9,,0,,36.406,138.523
284040,Miyakejima,18261,Confirmed Eruption,SE flank,2,,,1595,,11,,22,,Observations: Reported,,,,,,,,34.094,139.526
283110,Asamayama,17693,Confirmed Eruption,,2,?,,1595,,6,,1,,Observations: Reported,,,,,,,,36.406,138.523
282090,Kirishimayama,17123,Confirmed Eruption,,2,?,,1595,,0,,0,,Observations: Reported,,,,,,,,31.934,130.862
282110,Asosan,17247,Confirmed Eruption,Naka-dake,2,,,1592,,0,,0,,Observations: Reported,,,,,,,,32.884,131.104
283110,Asamayama,17692,Confirmed Eruption,,3,?,,1591,,11,,29,,Observations: Reported,,,,,,,,36.406,138.523
283110,Asamayama,17691,Confirmed Eruption,,2,?,,1591,,4,,15,45,Observations: Reported,,,,,,,,36.406,138.523
283110,Asamayama,17690,Confirmed Eruption,,2,?,,1590,,4,,15,45,Observations: Reported,,,,,,,,36.406,138.523
282090,Kirishimayama,17122,Confirmed Eruption,Ohachi,2,?,,1588,,4,,7,,Observations: Reported,,,,,,,,31.934,130.862
282090,Kirishimayama,17121,Confirmed Eruption,Ohachi,2,?,,1587,,5,,24,,Observations: Reported,,,,,,,,31.934,130.862
282110,Asosan,17246,Confirmed Eruption,Naka-dake,2,,,1587,,0,,0,,Observations: Reported,,,,,,,,32.884,131.104
283070,Yakedake,17497,Confirmed Eruption,,3,^,,1585,,12,?,0,,Observations: Reported,,,,,,,,36.227,137.587
282090,Kirishimayama,17120,Confirmed Eruption,Ohachi,2,?,,1585,,11,?,0,,Observations: Reported,,,,,,,,31.934,130.862
282110,Asosan,17097,Confirmed Eruption,Naka-dake,2,,,1584,,8,,0,,Observations: Reported,,,,,,,,32.884,131.104
282110,Asosan,17245,Confirmed Eruption,Naka-dake,2,,,1583,,12,,14,,Observations: Reported,,,,,,,,32.884,131.104
283110,Asamayama,17689,Confirmed Eruption,,2,,,1582,,7,,3,,Observations: Reported,,,,,,,,36.406,138.523
282110,Asosan,17244,Confirmed Eruption,Naka-dake,2,,,1582,,2,,17,,Observations: Reported,,,,,,,,32.884,131.104
283110,Asamayama,17688,Confirmed Eruption,,2,,,1582,,2,,16,,Observations: Reported,,,,,,,,36.406,138.523
283050,Hakusan,17480,Confirmed Eruption,,2,,,1582,,0,,0,,Observations: Reported,,,,,,,,36.155,136.771
283050,Hakusan,17479,Confirmed Eruption,Jigoku-no-oana,3,,,1579,,9,,27,1,Observations: Reported,,,,,,,,36.155,136.771
282110,Asosan,17243,Confirmed Eruption,Naka-dake,2,,,1576,,11,,15,,Observations: Reported,,,,,,,,32.884,131.104
282090,Kirishimayama,17119,Confirmed Eruption,Ohachi,2,?,,1576,,0,,0,,Observations: Reported,,1578,,0,,0,,31.934,130.862
282090,Kirishimayama,17118,Confirmed Eruption,Ohachi,2,?,,1574,,2,,0,,Observations: Reported,,,,,,,,31.934,130.862
282110,Asosan,17242,Confirmed Eruption,Naka-dake,2,,,1574,,0,,0,,Observations: Reported,,,,,,,,32.884,131.104
282110,Asosan,17241,Confirmed Eruption,Naka-dake,2,,,1573,,0,,0,,Observations: Reported,,,,,,,,32.884,131.104
285050,Tokachidake,18643,Confirmed Eruption,Maru-yama,2,?,,1570,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,43.418,142.686
282090,Kirishimayama,17117,Confirmed Eruption,Ohachi,3,,,1566,,10,,31,,Observations: Reported,,,,,,,,31.934,130.862
282090,Kirishimayama,17116,Confirmed Eruption,,2,?,,1566,,5,,6,,Observations: Reported,,,,,,,,31.934,130.862
282110,Asosan,17240,Confirmed Eruption,Naka-dake,2,,,1564,,12,,0,,Observations: Reported,,,,,,,,32.884,131.104
282110,Asosan,17238,Confirmed Eruption,Naka-dake,2,,,1562,,3,,0,,Observations: Reported,,,,,,,,32.884,131.104
282050,Kuchinoerabujima,16964,Confirmed Eruption,Furudake,,,,1560,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,30.443,130.217
282110,Asosan,17237,Confirmed Eruption,Naka-dake,2,,,1558,,0,,0,,Observations: Reported,,1559,,0,,0,,32.884,131.104
283050,Hakusan,17478,Confirmed Eruption,SW of Midoriga-ike,3,,,1554,,5,,0,,Observations: Reported,,1556,,0,,0,,36.155,136.771
282090,Kirishimayama,17115,Confirmed Eruption,Ohachi,2,?,,1554,,0,,0,,Observations: Reported,,,,,,,,31.934,130.862
284010,Izu-Oshima,18186,Confirmed Eruption,,3,,,1552,,10,,7,,Observations: Reported,,1552,,10,,15,,34.724,139.394
283280,Hakkodasan,18135,Confirmed Eruption,SW flank of O-dake (Jigoku-numa),1,,,1550,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,40.659,140.877
285070,Akan,18683,Confirmed Eruption,Me-Akan,,,?,1550,,0,,0,,Correlation: Tephrochronology,,,,,,,,43.384,144.013
285040,Shikotsu,18609,Confirmed Eruption,Eniwa (crater 2),2,,,1550,75,0,,0,,Isotopic: 14C (calibrated),,,,,,,,42.688,141.38
283050,Hakusan,17477,Confirmed Eruption,,3,?,,1548,,0,,0,,Observations: Reported,,,,,,,,36.155,136.771
283050,Hakusan,17476,Confirmed Eruption,,3,,,1547,,3,,4,,Observations: Reported,,1547,,10,?,0,,36.155,136.771
283131,Hiuchigatake,17847,Confirmed Eruption,Miike-dake lava dome,2,,,1544,,7,,28,,Observations: Reported,,,,,,,,36.955,139.285
284100,Kaitoku Seamount,18373,Confirmed Eruption,West flank of Nishi-Kaitokuba,0,,,1543,,0,,0,,Observations: Reported,,,,,,,,26.127,141.102
282110,Asosan,17236,Confirmed Eruption,Naka-dake,2,,,1542,,4,,29,,Observations: Reported,,,,,,,,32.884,131.104
284040,Miyakejima,18260,Confirmed Eruption,SE flank,2,,,1535,,3,,0,,Observations: Reported,,,,,,,,34.094,139.526
282110,Asosan,17235,Confirmed Eruption,Naka-dake,2,,,1533,,7,,17,,Observations: Reported,,,,,,,,32.884,131.104
283110,Asamayama,17685,Confirmed Eruption,,2,,,1528,,0,,0,,Observations: Reported,,,,,,,,36.406,138.523
283110,Asamayama,17684,Confirmed Eruption,,2,,,1527,,5,,0,,Observations: Reported,,,,,,,,36.406,138.523
282090,Kirishimayama,17114,Confirmed Eruption,Ohachi,2,?,,1524,,0,,0,,Observations: Reported,,,,,,,,31.934,130.862
282110,Asosan,17234,Confirmed Eruption,Naka-dake,2,,,1522,,2,,15,,Observations: Reported,,,,,,,,32.884,131.104
284050,Hachijojima,18298,Confirmed Eruption,Nishi-yama,2,,,1518,,2,,0,,Observations: Reported,,1523,,0,,0,,33.137,139.766
283030,Fujisan,17448,Confirmed Eruption,,2,?,,1511,,9,,1,30,Observations: Reported,,,,,,,,35.361,138.728
282110,Asosan,17233,Confirmed Eruption,Naka-dake,2,,,1506,,4,,6,,Observations: Reported,,,,,,,,32.884,131.104
282110,Asosan,17232,Confirmed Eruption,Naka-dake,2,,,1505,,2,,0,,Observations: Reported,,,,,,,,32.884,131.104
285040,Shikotsu,18608,Confirmed Eruption,Eniwa (crater 1),2,,,1500,150,0,,0,,Isotopic: 14C (calibrated),,,,,,,,42.688,141.38
284050,Hachijojima,18297,Confirmed Eruption,Nishi-yama,2,,,1487,,12,,7,,Observations: Reported,,,,,,,,33.137,139.766
282110,Asosan,17231,Confirmed Eruption,Naka-dake,2,,,1485,,1,,5,,Observations: Reported,,,,,,,,32.884,131.104
282080,Aira,17052,Confirmed Eruption,Minami-dake,2,?,,1478,,9,,23,,Observations: Reported,,,,,,,,31.593,130.657
282110,Asosan,17230,Confirmed Eruption,Naka-dake,2,,,1473,,5,,16,,Observations: Reported,,1474,,4,,15,45,32.884,131.104
282080,Aira,17051,Confirmed Eruption,"NE and SW flanks, summit crater",5,?,,1471,,11,,3,,Observations: Reported,,1476,,10,>,8,,31.593,130.657
284010,Izu-Oshima,18185,Confirmed Eruption,,2,,?,1471,,0,,0,,Sidereal: Varve Count,,,,,,,,34.724,139.394
283120,Kusatsu-Shiranesan,17822,Confirmed Eruption,,,,,1470,150,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,36.618,138.528
282050,Kuchinoerabujima,16963,Confirmed Eruption,Furudake,,,,1470,50,0,,0,,Isotopic: 14C (calibrated),,,,,,,,30.443,130.217
284040,Miyakejima,18259,Confirmed Eruption,Oyama,3,,,1469,,12,,24,,Observations: Reported,,,,,,,,34.094,139.526
282080,Aira,17050,Confirmed Eruption,Minami-dake,2,,,1468,,0,,0,,Observations: Reported,,,,,,,,31.593,130.657
283070,Yakedake,17496,Confirmed Eruption,,2,,?,1460,,0,,0,,Correlation: Tephrochronology,,,,,,,,36.227,137.587
283210,Kurikomayama,17996,Confirmed Eruption,,1,,,1450,50,0,,0,,Correlation: Tephrochronology,,,,,,,,38.961,140.788
283240,Iwatesan,17573,Confirmed Eruption,Nishi-Iwate and Higashi-Iwate,,,,1450,100,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,39.853,141.001
284010,Izu-Oshima,18184,Confirmed Eruption,,,,,1442,,8,,0,,Observations: Reported,,1443,,0,,0,,34.724,139.394
282050,Kuchinoerabujima,16962,Confirmed Eruption,Shindake,,,,1440,50,0,,0,,Isotopic: 14C (calibrated),,,,,,,,30.443,130.217
283070,Yakedake,17495,Confirmed Eruption,,,,?,1440,,0,,0,,Correlation: Tephrochronology,,,,,,,,36.227,137.587
282110,Asosan,17229,Confirmed Eruption,Naka-dake,2,,,1438,,1,,9,,Observations: Reported,,1438,,2,,18,,32.884,131.104
283030,Fujisan,17447,Confirmed Eruption,North flank (Onagare lava?),2,?,,1435,,12,,31,60,Observations: Reported,,,,,,,,35.361,138.728
282110,Asosan,17228,Confirmed Eruption,Naka-dake,2,,,1434,,5,,10,,Observations: Reported,,1434,,5,,18,,32.884,131.104
282060,Kikai,16993,Confirmed Eruption,Iwo-dake,,,,1430,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,30.793,130.305
284010,Izu-Oshima,18183,Confirmed Eruption,"Summit, S flank",4,,,1421,,5,,14,,Observations: Reported,,,,,,,,34.724,139.394
284010,Izu-Oshima,18182,Confirmed Eruption,,2,,,1416,,9,,2,,Observations: Reported,?,1417,,0,,0,,34.724,139.394
284010,Izu-Oshima,18181,Confirmed Eruption,,,,,1415,,5,,21,,Observations: Reported,,,,,,,,34.724,139.394
283150,Nasudake,17880,Confirmed Eruption,Chausu-dake,3,,,1410,,3,,5,,Observations: Reported,,,,,,,,37.125,139.963
283150,Nasudake,17879,Confirmed Eruption,Chausu-dake,3,,,1408,,2,,24,,Observations: Reported,,,,,,,,37.125,139.963
283150,Nasudake,17878,Confirmed Eruption,Chausu-dake,3,,,1404,,2,,11,,Observations: Reported,,,,,,,,37.125,139.963
283190,Zaozan [Zaosan],17956,Confirmed Eruption,Goshiki-dake area,3,,,1400,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,38.144,140.44
283150,Nasudake,17877,Confirmed Eruption,Chausu-dake,3,,,1397,,2,,17,,Observations: Reported,,,,,,,,37.125,139.963
283260,Akita-Yakeyama,18078,Confirmed Eruption,,,,,1390,75,0,,0,,Isotopic: 14C (calibrated),,,,,,,,39.964,140.757
282110,Asosan,17225,Confirmed Eruption,Naka-dake,2,,,1387,,6,,19,,Observations: Reported,,,,,,,,32.884,131.104
282110,Asosan,17224,Confirmed Eruption,Naka-dake,2,,,1377,,5,,6,,Observations: Reported,,,,,,,,32.884,131.104
282110,Asosan,17223,Confirmed Eruption,Naka-dake,2,,,1376,,6,,20,,Observations: Reported,,,,,,,,32.884,131.104
282110,Asosan,17222,Confirmed Eruption,Naka-dake,2,,,1375,,12,,20,,Observations: Reported,,1376,,1,,31,,32.884,131.104
283090,Niigata-Yakeyama,17538,Confirmed Eruption,,3,,,1361,,0,,0,,Observations: Reported,,,,,,,,36.921,138.036
285082,Rausudake,18718,Confirmed Eruption,,3,,,1350,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,44.076,145.122
285011,Esan,18550,Confirmed Eruption,NW E-san,,,?,1350,,0,,0,,Correlation: Tephrochronology,,,,,,,,41.805,141.166
282110,Asosan,17219,Confirmed Eruption,Naka-dake,2,,,1343,,0,,0,,Observations: Reported,,,,,,,,32.884,131.104
282110,Asosan,17218,Confirmed Eruption,Naka-dake,2,,,1340,,2,,3,,Observations: Reported,,1340,,2,,25,,32.884,131.104
282060,Kikai,16992,Confirmed Eruption,Iwo-dake,,,,1340,30,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,30.793,130.305
283280,Hakkodasan,18134,Confirmed Eruption,SW flank of O-dake (Jigoku-numa),1,,,1340,75,0,,0,,Isotopic: 14C (calibrated),,,,,,,,40.659,140.877
284010,Izu-Oshima,18180,Confirmed Eruption,,3,,,1338,,9,,15,5,Observations: Reported,,1338,,11,,15,5,34.724,139.394
282110,Asosan,17217,Confirmed Eruption,Naka-dake,2,,,1335,,2,,7,,Observations: Reported,,1335,,3,,26,,32.884,131.104
282110,Asosan,17216,Confirmed Eruption,Naka-dake,2,,,1331,,12,,0,,Observations: Reported,,1333,,6,,0,,32.884,131.104
282110,Asosan,17215,Confirmed Eruption,Naka-dake,2,,,1331,,4,,0,,Observations: Reported,,1331,,4,,0,,32.884,131.104
283180,Azumayama,17924,Confirmed Eruption,Issaikyo,1,,,1331,,0,,0,,Observations: Reported,,,,,,,,37.735,140.244
282110,Asosan,17214,Confirmed Eruption,Naka-dake,2,,,1324,,9,,7,,Observations: Reported,,,,,,,,32.884,131.104
285080,Kussharo,18725,Confirmed Eruption,Atosanupuri,,,,1320,300,0,,0,,Correlation: Tephrochronology,,,,,,,,43.615,144.427
284010,Izu-Oshima,18179,Confirmed Eruption,NW flank,3,,?,1307,,0,,0,,Sidereal: Varve Count,,,,,,,,34.724,139.394
282110,Asosan,17213,Confirmed Eruption,Naka-dake,2,,,1305,,5,,2,,Observations: Reported,,,,,,,,32.884,131.104
283240,Iwatesan,17572,Confirmed Eruption,Higashi-Iwate (Myoko-dake),3,,,1300,50,0,,0,,Correlation: Tephrochronology,,,,,,,,39.853,141.001
282110,Asosan,17212,Confirmed Eruption,Naka-dake,2,,,1286,,8,,30,,Observations: Reported,,,,,,,,32.884,131.104
282110,Asosan,17211,Confirmed Eruption,Naka-dake,2,,,1281,,7,,0,,Observations: Reported,,1281,,8,,0,,32.884,131.104
282110,Asosan,17210,Confirmed Eruption,Naka-dake,2,,,1274,,0,,0,,Observations: Reported,,,,,,,,32.884,131.104
282110,Asosan,17209,Confirmed Eruption,Naka-dake,2,,,1273,,8,,0,,Observations: Reported,,,,,,,,32.884,131.104
282110,Asosan,17208,Confirmed Eruption,Naka-dake,2,,,1272,,11,,29,,Observations: Reported,,,,,,,,32.884,131.104
282110,Asosan,17207,Confirmed Eruption,Naka-dake,2,,,1272,,4,,16,,Observations: Reported,,,,,,,,32.884,131.104
282110,Asosan,17206,Confirmed Eruption,Naka-dake,2,,,1271,,1,,5,,Observations: Reported,,,,,,,,32.884,131.104
283070,Yakedake,17494,Confirmed Eruption,,,,?,1270,,0,,0,,Correlation: Tephrochronology,,,,,,,,36.227,137.587
282110,Asosan,17205,Confirmed Eruption,Naka-dake,2,,,1269,,8,,0,,Observations: Reported,,,,,,,,32.884,131.104
282110,Asosan,17204,Confirmed Eruption,Naka-dake,2,,,1265,,12,?,1,,Observations: Reported,,,,,,,,32.884,131.104
285070,Akan,18682,Confirmed Eruption,Me-Akan (Ponmachineshiri),,,,1250,300,0,,0,,Correlation: Tephrochronology,,,,,,,,43.384,144.013
285050,Tokachidake,18642,Confirmed Eruption,,3,,?,1250,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,43.418,142.686
284010,Izu-Oshima,18178,Confirmed Eruption,,1,,?,1245,,0,,0,,Sidereal: Varve Count,,,,,,,,34.724,139.394
282110,Asosan,17203,Confirmed Eruption,Naka-dake,2,,,1240,,0,,0,,Observations: Reported,,,,,,,,32.884,131.104
282110,Asosan,17202,Confirmed Eruption,Naka-dake,2,,,1239,,2,,8,,Observations: Reported,,,,,,,,32.884,131.104
283050,Hakusan,17475,Confirmed Eruption,,3,,?,1239,,0,,0,,Observations: Reported,,,,,,,,36.155,136.771
282090,Kirishimayama,17112,Confirmed Eruption,Ohachi,4,P,,1235,,1,,25,,Observations: Reported,,,,,,,,31.934,130.862
283190,Zaozan [Zaosan],17953,Confirmed Eruption,Okama,2,?,,1230,,11,?,29,,Observations: Reported,,,,,,,,38.144,140.44
283190,Zaozan [Zaosan],17952,Confirmed Eruption,Okama,3,,,1227,,10,?,0,,Observations: Reported,,,,,,,,38.144,140.44
283031,Yokodake,17388,Confirmed Eruption,Yoko-dake,,,,1200,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,36.087,138.32
282043,Kuchinoshima,16951,Confirmed Eruption,,,,,1190,40,0,,0,,Isotopic: 14C (calibrated),,,,,,,,29.968,129.926
282090,Kirishimayama,17111,Confirmed Eruption,Ohachi,2,?,,1184,,2,,7,,Observations: Reported,,,,,,,,31.934,130.862
283190,Zaozan [Zaosan],17951,Confirmed Eruption,Okama,2,?,,1183,,5,?,28,,Observations: Reported,,,,,,,,38.144,140.44
284010,Izu-Oshima,18177,Confirmed Eruption,,4,,?,1183,,0,,0,,Sidereal: Varve Count,,,,,,,,34.724,139.394
283020,Hakoneyama,17386,Confirmed Eruption,Owakudani,,,,1170,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,35.233,139.021
282090,Kirishimayama,17109,Confirmed Eruption,Ohachi,2,?,,1167,,0,,0,,Observations: Reported,,,,,,,,31.934,130.862
284040,Miyakejima,18258,Confirmed Eruption,NE flank?,3,,,1154,,11,,0,,Observations: Reported,,,,,,,,34.094,139.526
282090,Kirishimayama,17108,Confirmed Eruption,,2,?,,1113,,2,,27,,Observations: Reported,,,,,,,,31.934,130.862
282090,Kirishimayama,17107,Confirmed Eruption,Ohachi,2,?,,1112,,3,,9,,Observations: Reported,,,,,,,,31.934,130.862
282050,Kuchinoerabujima,16961,Confirmed Eruption,Furudake,,,,1110,75,0,,0,,Isotopic: 14C (calibrated),,,,,,,,30.443,130.217
283110,Asamayama,17679,Confirmed Eruption,,5,,,1108,,8,,29,,Observations: Reported,,1108,,10,,0,,36.406,138.523
283230,Akita-Komagatake,18049,Confirmed Eruption,,2,,?,1100,,0,,0,,Correlation: Tephrochronology,,,,,,,,39.761,140.799
282050,Kuchinoerabujima,16960,Confirmed Eruption,Shindake,,,,1100,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,30.443,130.217
284040,Miyakejima,18257,Confirmed Eruption,,2,,,1085,,0,,0,,Observations: Reported,,,,,,,,34.094,139.526
283030,Fujisan,17445,Confirmed Eruption,,2,?,,1083,,4,,17,,Observations: Reported,,,,,,,,35.361,138.728
285081,Mashu,18714,Confirmed Eruption,Kamuinupuri,5,,,1080,100,0,,0,,Isotopic: 14C (calibrated),,,,,,,,43.572,144.561
285050,Tokachidake,18641,Confirmed Eruption,,,,,1050,200,0,,0,,Correlation: Tephrochronology,,,,,,,,43.418,142.686
283050,Hakusan,17473,Confirmed Eruption,Midoriga-ike,3,?,,1042,,0,,0,,Observations: Reported,,,,,,,,36.155,136.771
283030,Fujisan,17444,Confirmed Eruption,"Summit, SSE flank (Nishi-Asakizuka)",2,,,1033,,1,?,19,,Observations: Reported,,,,,,,,35.361,138.728
282060,Kikai,16991,Confirmed Eruption,Iwo-dake,,,,1030,40,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,30.793,130.305
282060,Kikai,16990,Confirmed Eruption,Iwo-dake,,,,1010,40,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,30.793,130.305
282090,Kirishimayama,17106,Confirmed Eruption,Ohachi,,,?,1000,,0,,0,,Correlation: Tephrochronology,,,,,,,,31.934,130.862
283030,Fujisan,17442,Confirmed Eruption,South flank ?,2,?,,999,,3,,0,,Observations: Reported,,,,,,,,35.361,138.728
283090,Niigata-Yakeyama,17537,Confirmed Eruption,,,,,989,,0,,0,,Observations: Reported,,,,,,,,36.921,138.036
282050,Kuchinoerabujima,16959,Confirmed Eruption,Furudake,,,,970,75,0,,0,,Isotopic: 14C (calibrated),,,,,,,,30.443,130.217
283170,Adatarayama,17909,Confirmed Eruption,Numanotaira,,,,950,50,0,,0,,Correlation: Tephrochronology,,,,,,,,37.647,140.281
285050,Tokachidake,18640,Confirmed Eruption,,,,,950,50,0,,0,,Isotopic: 14C (calibrated),,,,,,,,43.418,142.686
285070,Akan,18681,Confirmed Eruption,Me-Akan (Ponmachineshiri),,,?,950,,0,,0,,Correlation: Tephrochronology,,,,,,,,43.384,144.013
282090,Kirishimayama,17105,Confirmed Eruption,,2,?,,945,,0,,0,,Observations: Reported,,,,,,,,31.934,130.862
283220,Chokaisan,18021,Confirmed Eruption,,,,,939,,5,,15,,Observations: Reported,,,,,,,,39.099,140.049
283030,Fujisan,17439,Confirmed Eruption,North flank (Kenmarubi II?),2,,,937,,12,,18,,Observations: Reported,,,,,,,,35.361,138.728
283030,Fujisan,17438,Confirmed Eruption,North flank (Kenmarubi I),2,?,,932,,11,,19,,Observations: Reported,,,,,,,,35.361,138.728
283271,Towada,18099,Confirmed Eruption,Goshikiiwa (NE rim Nakanoumi crater),5,,,915,,8,,17,,Observations: Reported,,,,,,,,40.51,140.88
283090,Niigata-Yakeyama,17536,Confirmed Eruption,,4,,,887,,0,,0,,Observations: Reported,,,,,,,,36.921,138.036
284010,Izu-Oshima,18174,Confirmed Eruption,,4,,?,886,,6,?,29,,Observations: Reported,,,,,,,,34.724,139.394
284020,Niijima,18249,Confirmed Eruption,Mukai-yama,4,+,,886,,6,,29,,Observations: Reported,,,,,,,,34.397,139.27
282070,Ata,17030,Confirmed Eruption,Kaimon,4,,,885,,8,,29,,Observations: Reported,,885,,9,,28,,31.22,130.57
283190,Zaozan [Zaosan],17950,Confirmed Eruption,Okama,3,,?,884,,0,,0,,Observations: Reported,,,,,,,,38.144,140.44
282070,Ata,17028,Confirmed Eruption,Kaimon,4,,,874,,3,,29,,Observations: Reported,,874,,7,?,0,,31.22,130.57
283220,Chokaisan,18018,Confirmed Eruption,,2,,,871,,5,,5,,Observations: Reported,,,,,,,,39.099,140.049
283030,Fujisan,17437,Confirmed Eruption,,2,?,,870,,8,,0,,Observations: Reported,,,,,,,,35.361,138.728
282110,Asosan,17199,Confirmed Eruption,Naka-dake,2,,,867,,6,?,20,,Observations: Reported,,,,,,,,32.884,131.104
282130,Yufu-Tsurumi,17368,Confirmed Eruption,,3,,,867,,3,,4,,Observations: Reported,,867,,5,,4,15,33.282,131.39
